name,city,price,model,kilometer,fuel_type,engine,transmission,brand
Suzuki Jimny Turbo,peshawar,4500000.0,2020,62000,petrol,658,automatic,suzuki
Nissan Juke 15RX,mardan,3100000.0,2010,255000,petrol,1500,automatic,nissan
Toyota Corolla Altis SR 1.8,mardan,2380000.0,2009,251345,petrol,1800,manual,toyota
Honda City 5th (GM2) Generation 1.3 i-VTEC,mansehra,2725000.0,2012,395000,petrol,1300,manual,honda
Toyota Corolla Altis X Automatic 1.6,peshawar,6100000.0,2022,70000,petrol,1598,automatic,toyota
Daihatsu Taft,peshawar,4200000.0,2023,15000,petrol,660,automatic,daihatsu
Toyota Passo X L Package S,peshawar,3750000.0,2019,160000,petrol,1000,automatic,toyota
Toyota Corolla,peshawar,2850000.0,2014,200000,petrol,1300,manual,toyota
Suzuki Mehran VX,peshawar,590000.0,1992,1992,petrol,800,manual,suzuki
Toyota Corolla SE,kohat,1520000.0,1991,200000,petrol,1500,automatic,toyota
Toyota Mark X 250G,peshawar,4830000.0,2006,120000,petrol,2500,automatic,toyota
Toyota Prado TZ 3.0D,abbottabad,6250000.0,2000,150000,diesel,3000,automatic,toyota
Toyota Corolla XE Limited,abbottabad,1495000.0,1996,180000,petrol,1300,manual,toyota
Toyota Vitz F 1.0,peshawar,3450000.0,2013,104000,petrol,1000,automatic,toyota
Toyota Aqua S,peshawar,4000000.0,2014,70000,hybrid,1500,automatic,toyota
Toyota Corolla Axio,mardan,3800000.0,2007,265800,petrol,1500,automatic,toyota
Toyota Corolla 9th (E120) Generation XLi,mansehra,1975000.0,2007,100000,petrol,1300,manual,toyota
Toyota Vitz RS 1.3,bannu,1850000.0,2005,100000,petrol,1300,automatic,toyota
Toyota Corolla GLi Automatic Limited Edition 1.6 VVTi,abbottabad,3100000.0,2012,167000,petrol,1600,automatic,toyota
Suzuki Mehran VXR,peshawar,685000.0,2006,265000,petrol,800,manual,suzuki
Toyota Corolla 9th (E120) Generation 2.0D Saloon,peshawar,2300000.0,2005,140000,diesel,2000,manual,toyota
Suzuki Baleno,mardan,880000.0000000001,1998,145000,petrol,1300,manual,suzuki
Toyota Corolla Altis Automatic 1.6,peshawar,5270000.0,2020,71000,petrol,1600,automatic,toyota
Toyota Corolla GLi 1.3 VVTi,peshawar,3350000.0,2016,200000,petrol,1300,manual,toyota
Toyota Corolla GL Saloon,peshawar,969000.0,1986,156000,petrol,1500,manual,toyota
Toyota Corolla XLi,peshawar,2100000.0,2007,200090,petrol,1300,manual,toyota
Suzuki Alto VXR,peshawar,900000.0,2004,150000,petrol,1000,manual,suzuki
Suzuki Alto VXR,peshawar,1350000.0,2012,1,petrol,1000,manual,suzuki
Daihatsu Mira L SA III,abbottabad,3654999.9999999995,2023,23000,petrol,660,automatic,daihatsu
Daihatsu Cuore CL,haripur,950000.0,2008,100,petrol,800,manual,daihatsu
Toyota Corolla 8th (E110) Generation,peshawar,1360000.0,2001,200000,petrol,1500,manual,toyota
Toyota Allion A15 G Package,abbottabad,2250000.0,2002,200000,petrol,1500,automatic,toyota
Toyota Corolla 9th (E120) Generation Altis Automatic 1.8,peshawar,2350000.0,2005,200000,petrol,1800,automatic,toyota
Honda Civic 7th Generation (Facelift) EXi,peshawar,1730000.0,2005,165234,petrol,1500,manual,honda
Toyota Corolla GLi Automatic 1.6 VVTi,peshawar,3850000.0,2011,74000,petrol,1600,automatic,toyota
Suzuki Mehran VX (CNG),mardan,760000.0,2008,100000,petrol,800,manual,suzuki
Toyota Corolla,haripur,1700000.0,1992,1,cng,1600,manual,toyota
Toyota Rav4,peshawar,2650000.0,1997,120023,petrol,2000,automatic,toyota
Jeep CJ 5,peshawar,3850000.0,1975,1000,diesel,2000,automatic,jeep
Toyota Corolla GLi 1.3 VVTi,haripur,3370000.0000000005,2012,137000,petrol,1300,manual,toyota
Toyota Corolla DX,swabi,850000.0,1988,1000,petrol,1300,manual,toyota
Nissan Juke 15RS Type V,peshawar,3000000.0,2010,115000,petrol,1500,automatic,nissan
Honda Civic 11th Generation Oriel,peshawar,8700000.0,2024,11000,petrol,1500,automatic,honda
Suzuki Margalla GL,abbottabad,720000.0,1997,66,petrol,1300,manual,suzuki
Suzuki Mehran VX (CNG),kohat,370000.0,1992,200000,cng,800,manual,suzuki
Suzuki Wagon R Hybrid FX,peshawar,3600000.0,2022,45000,hybrid,660,automatic,suzuki
KIA Classic LX,peshawar,800000.0,2003,65000,cng,1323,manual,kia
Suzuki Cultus VXR (CNG),peshawar,1030000.0000000001,2006,55000,petrol,1000,manual,suzuki
Toyota Aqua S,peshawar,3800000.0,2013,200000,hybrid,1500,automatic,toyota
Toyota Vitz F Chambre A Paris Collection 1.0,risalpur,2500000.0,2011,89000,petrol,1000,automatic,toyota
Suzuki Swift DLX 1.3,swabi,3000000.0,2017,130000,petrol,1300,manual,suzuki
Suzuki Alto L limited 40th anniversary edition,mardan,3150000.0,2020,47487,petrol,660,automatic,suzuki
Suzuki Alto VXR,haripur,1450000.0,2009,190000,petrol,1000,manual,suzuki
Toyota Corolla XLi VVTi,nowshera,3050000.0,2011,100000,petrol,1300,manual,toyota
Toyota Corolla SE Limited,charsadda,1550000.0,1993,95046,cng,1500,automatic,toyota
Suzuki Wagon R AGS,nowshera cantt,3400000.0,2022,35000,petrol,1000,automatic,suzuki
Suzuki Mehran VXR,peshawar,1050000.0,2009,91000,petrol,800,manual,suzuki
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,peshawar,3850000.0,2017,113000,petrol,1300,automatic,honda
Toyota Corolla 9th (E120) Generation XLi,haripur,1985000.0000000002,2007,100000,petrol,1300,manual,toyota
Suzuki Khyber,peshawar,770000.0,1996,80000,petrol,1000,manual,suzuki
Toyota Corolla XLi VVTi Limited Edition,mansehra,2450000.0,2010,220000,petrol,1300,manual,toyota
Honda Accord,peshawar,500000.0,1984,10000,cng,1300,manual,honda
Suzuki Mehran VXR,peshawar,430000.0,1991,33032,petrol,800,manual,suzuki
Toyota Corolla Axio X 1.5,abbottabad,3400000.0,2007,115000,petrol,1500,automatic,toyota
Suzuki Alto VXR,abbottabad,785000.0,2006,199999,petrol,1000,manual,suzuki
Suzuki Liana RXi,charsadda,1500000.0,2008,183954,cng,1300,manual,suzuki
Toyota Land Cruiser,peshawar,2200000.0,1984,280000,cng,3400,manual,toyota
Suzuki Hustler Hybrid G,peshawar,3850000.0,2021,62000,hybrid,660,automatic,suzuki
Toyota Corolla Axio G,mardan,3800000.0,2007,10000,petrol,1500,automatic,toyota
Suzuki Alto VXR (CNG),peshawar,1100000.0,2005,70000,cng,1000,manual,suzuki
Suzuki Bolan Cargo Van Euro ll,abbottabad,2550000.0,2024,17000,petrol,800,manual,suzuki
Toyota Vitz F 1.0,peshawar,2750000.0,2012,198000,petrol,1000,automatic,toyota
Suzuki Khyber GA,mansehra,675000.0,1992,25000,petrol,1000,manual,suzuki
Toyota Vitz F 1.3,peshawar,2350000.0,2007,102423,petrol,1300,automatic,toyota
Toyota Corolla 8th (E110) Generation XE Limited,abbottabad,1698999.9999999998,1999,130000,petrol,1300,manual,toyota
Toyota Prado 2nd (J90) Generation TX Limited 2.7,abbottabad,6300000.0,2000,143000,petrol,2700,automatic,toyota
Suzuki Wagon R VXL,peshawar,2100000.0,2017,300000,petrol,1000,manual,suzuki
Suzuki Mehran VXR,karak,550000.0,1998,94158,petrol,800,manual,suzuki
Toyota Corolla 9th (E120) Generation Altis 1.8,nowshera,1830000.0,2005,102030,petrol,1800,manual,toyota
Toyota Aqua S,peshawar,3990000.0,2015,120000,hybrid,1500,automatic,toyota
Toyota Prado,peshawar,3650000.0,1992,214148,diesel,2500,manual,toyota
Suzuki Cultus VXR,charsadda,1180000.0,2005,108000,petrol,1000,manual,suzuki
Suzuki Alto X,mardan,2900000.0,2015,195000,petrol,660,automatic,suzuki
Suzuki Mehran VXR,peshawar,560000.0,2007,50000,petrol,800,manual,suzuki
Hyundai Tucson AWD A/T Ultimate,peshawar,8050000.0,2022,9000,petrol,2000,automatic,hyundai
Toyota Vitz,peshawar,1680000.0,2002,290000,petrol,1000,manual,toyota
Suzuki Cultus VXR (CNG),peshawar,980000.0000000001,2006,200000,petrol,1000,manual,suzuki
Honda Civic EXi Prosmatec,peshawar,1650000.0,2005,200000,petrol,1500,automatic,honda
Suzuki Alto S Package,peshawar,3600000.0,2021,28500,petrol,660,automatic,suzuki
Toyota Corolla XLi VVTi,mardan,3100000.0,2017,170000,petrol,1300,manual,toyota
Toyota Corolla DX Saloon,abbottabad,610000.0,1985,128075,petrol,1300,manual,toyota
Suzuki Ravi Standard,haripur,350000.0,1981,145000,petrol,800,manual,suzuki
Toyota Premio F 1.5,peshawar,3750000.0,2007,95634,petrol,1500,automatic,toyota
Suzuki Wagon R Stingray J Style,peshawar,2650000.0,2013,172000,petrol,660,automatic,suzuki
Honda Vezel Hybrid RS Honda Sensing,swabi,5300000.0,2016,145000,hybrid,1500,automatic,honda
Toyota Aqua,peshawar,5100000.0,2017,124000,hybrid,1500,automatic,toyota
Toyota Corolla GLi Automatic 1.6 VVTi,peshawar,3450000.0,2013,155000,petrol,1600,automatic,toyota
Suzuki Mehran VXR,nowshera,720000.0,2004,60000,petrol,800,manual,suzuki
JAC X200 Base Grade,mansehra,7600000.0,2025,20000,diesel,2800,manual,jac
Suzuki Swift DLX 1.3,peshawar,2060000.0000000002,2015,200000,petrol,1300,manual,suzuki
Suzuki Wagon R VXL,peshawar,2290000.0,2018,169500,petrol,1000,manual,suzuki
Suzuki Mehran VX (CNG),peshawar,950000.0,2008,50000,petrol,800,manual,suzuki
MG HS Trophy,abbottabad,7500000.0,2021,22000,petrol,1500,automatic,mg
Toyota Corolla Axio G,peshawar,3349000.0,2007,10000,petrol,1500,automatic,toyota
Suzuki Mehran VX (CNG),abbottabad,680000.0,2003,100000,cng,800,manual,suzuki
Suzuki Mehran,charsadda,1460000.0,2018,100000,petrol,800,manual,suzuki
Honda N Box Custom GL,peshawar,3190000.0,2021,73500,petrol,658,automatic,honda
Toyota Hilux Revo V Automatic 2.8,peshawar,126000.0,2021,10000,diesel,2800,automatic,toyota
Suzuki Khyber GA,abbottabad,580000.0,1997,99900,petrol,1000,manual,suzuki
Toyota Vitz F 1.0,haripur,4050000.0,2017,6300,petrol,1000,automatic,toyota
Honda Civic 11th Generation RS,peshawar,8400000.0,2023,55000,petrol,1500,automatic,honda
Suzuki Mehran VX Euro II,peshawar,1220000.0,2014,53000,petrol,800,manual,suzuki
Suzuki Mehran,mardan,390000.0,2006,581369,petrol,800,manual,suzuki
Suzuki Alto VXR,abbottabad,1330000.0,2010,200000,petrol,1000,manual,suzuki
Suzuki Alto VXL AGS,peshawar,3100000.0,2024,50000,petrol,660,automatic,suzuki
Daihatsu Terios,peshawar,1560000.0,1997,277000,petrol,1300,automatic,daihatsu
Suzuki Swift DLX 1.3,mansehra,2310000.0,2015,199000,petrol,1300,manual,suzuki
Toyota Corolla XLi VVTi,takhtbai,2460000.0,2012,446880,petrol,1300,manual,toyota
Suzuki Mehran VXR,haripur,495000.0,1999,5500,petrol,800,manual,suzuki
Honda Civic 5th Generation EX,peshawar,900000.0,1995,350000,petrol,1500,manual,honda
Toyota Prius S My Coorde 1.8,abbottabad,4050000.0,2010,133000,hybrid,1800,automatic,toyota
Toyota Passo X Irodori,peshawar,2050000.0,2009,11500,petrol,1000,automatic,toyota
Honda Civic,peshawar,600000.0,1989,200000,petrol,1500,automatic,honda
Toyota Corolla GLi 1.3,peshawar,2750000.0,2008,199000,petrol,1300,manual,toyota
Suzuki Alto VXR,dera ismail khan,2930000.0,2025,37800,petrol,660,manual,suzuki
Honda Civic Oriel 1.8 i-VTEC CVT,abbottabad,6400000.0,2020,76056,petrol,1800,automatic,honda
Toyota Corolla,buner,2600000.0,2009,150000,petrol,1300,manual,toyota
Honda City EXi S,peshawar,1120000.0,2001,12344,petrol,1500,manual,honda
Suzuki Mehran VXR Euro II,mardan,1660000.0000000002,2019,98000,petrol,796,manual,suzuki
Toyota Corolla 8th (E110) Generation XE Limited,mansehra,1430000.0,2000,100,cng,1300,manual,toyota
Honda Civic 7th Generation (Facelift) EXi,peshawar,1750000.0,2006,230000,petrol,1500,manual,honda
Toyota Corolla Altis Automatic 1.6,peshawar,5250000.0,2019,58000,petrol,1600,automatic,toyota
Toyota Vitz F 1.0,peshawar,2020000.0,2006,90000,petrol,1000,automatic,toyota
Suzuki Mehran VXR (CNG),kohat,950000.0,2011,87591,petrol,800,manual,suzuki
Toyota Corolla GLi Automatic 1.3 VVTi,akora khattak,3820000.0000000005,2016,78520,petrol,1300,automatic,toyota
Toyota Corolla,charsadda,3250000.0,2011,100300,petrol,1300,automatic,toyota
Toyota Raize Z,mardan,5600000.0,2020,94000,petrol,1000,automatic,toyota
Honda Civic VTi Oriel Automatic 1.6,mardan,1600000.0,2000,180000,petrol,1600,automatic,honda
Honda Civic Oriel 1.8 i-VTEC CVT,swabi,5990000.0,2019,78000,petrol,1800,automatic,honda
Suzuki Mehran VXR Euro II,abbottabad,1150000.0,2017,60000,petrol,800,manual,suzuki
Toyota Corolla SE Limited,mansehra,1600000.0,1994,265000,petrol,1500,manual,toyota
Toyota Corolla Altis Grande 1.8,haripur,4700000.0,2015,120500,petrol,1800,manual,toyota
Subaru Justy GL,mardan,380000.0,1987,135000,petrol,1000,manual,subaru
Toyota Vitz,nowshera,2380000.0,2009,250000,petrol,1000,automatic,toyota
Toyota Corolla,haripur,700000.0,1980,56132,cng,1300,manual,toyota
Honda Civic 1.8 i-VTEC CVT,peshawar,5000000.0,2016,98000,petrol,1800,automatic,honda
Toyota Corolla Axio X HID Limited 1.5,abbottabad,3400000.0,2006,115000,petrol,1500,automatic,toyota
Toyota Vitz F 1.0,peshawar,1950000.0,2002,200000,petrol,1000,manual,toyota
Toyota Corolla XLi VVTi,abbottabad,2330000.0,2009,238000,petrol,1300,manual,toyota
Suzuki Bolan VX,kohat,700000.0,2005,250000,petrol,800,manual,suzuki
Suzuki Alto,bannu,750000.0,2007,187000,petrol,1000,manual,suzuki
Toyota 86,abbottabad,600000.0,1986,35000,petrol,1300,manual,toyota
Toyota Corolla,peshawar,5500000.0,2012,160000,petrol,1500,automatic,toyota
Suzuki Vitara XL 7,peshawar,2200000.0,2002,200000,petrol,2400,automatic,suzuki
Suzuki Margalla GLX,peshawar,750000.0,1996,720000,petrol,1300,manual,suzuki
Suzuki Mehran VXR (CNG),peshawar,800000.0,2008,400000,petrol,800,manual,suzuki
Honda Civic Oriel 1.8 i-VTEC CVT,peshawar,7250000.0,2021,9000,petrol,1800,automatic,honda
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,peshawar,7150000.0,2022,49000,petrol,1800,automatic,toyota
Toyota Corolla,kohat,400000.0,1973,400000,petrol,1300,manual,toyota
Toyota Corolla 9th (E120) Generation GLi 1.3,peshawar,2300000.0,2006,150000,petrol,1300,manual,toyota
Suzuki Mehran VXR Euro II,abbottabad,1400000.0,2015,63000,petrol,796,manual,suzuki
Suzuki Mehran VX,mardan,490000.00000000006,1998,135000,petrol,800,manual,suzuki
Prince Pearl MT,peshawar,1120000.0,2020,60000,petrol,800,manual,prince
Honda Civic VTi Oriel 1.6,peshawar,1610000.0000000002,2002,300000,petrol,1600,manual,honda
Toyota Corolla XLi VVTi,peshawar,2650000.0,2012,125000,petrol,1300,manual,toyota
Honda Civic VTi Oriel Prosmatec 1.6,peshawar,1639999.9999999998,2003,108000,petrol,1600,automatic,honda
Suzuki Bolan VX Euro II,haripur,1550000.0,2016,100000,petrol,800,manual,suzuki
Suzuki Cultus,mardan,1650000.0,2012,115000,petrol,1000,manual,suzuki
Suzuki Mehran VX Euro II Limited Edition,abbottabad,1550000.0,2018,38000,petrol,800,manual,suzuki
Suzuki Mehran VX (CNG),peshawar,1035000.0,2012,85000,cng,800,manual,suzuki
Toyota Corolla Axio Hybrid 1.5,peshawar,5500000.0,2016,61000,hybrid,1500,automatic,toyota
Suzuki Alto,abbottabad,2550000.0,2015,90000,petrol,660,automatic,suzuki
Toyota Corolla,abbottabad,1800000.0,2006,250000,petrol,1500,automatic,toyota
Suzuki Mehran VX,dera ismail khan,650000.0,2007,360458,petrol,800,manual,suzuki
Toyota Corolla SE Saloon Automatic,haripur,1995000.0,2005,485000,petrol,1600,automatic,toyota
Suzuki Cultus VXRi,swabi,1400000.0,2011,126300,petrol,1000,manual,suzuki
Suzuki Mehran VX,dera ismail khan,950000.0,2011,22500,petrol,800,manual,suzuki
Suzuki Wagon R VXL,peshawar,2460000.0,2015,126000,petrol,1000,manual,suzuki
Honda Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,peshawar,2700000.0,2007,180000,petrol,1800,automatic,honda
Suzuki Mehran VX Euro II,mansehra,1460000.0,2017,48000,petrol,796,manual,suzuki
Suzuki Wagon R Hybrid FX,peshawar,3379999.9999999995,2021,65000,hybrid,660,automatic,suzuki
Toyota Corolla SE Limited,swabi,1380000.0,1994,250000,petrol,1500,automatic,toyota
Toyota Vitz B 1.0,peshawar,2200000.0,2005,23652,petrol,1000,automatic,toyota
Toyota Corolla 9th (E120) Generation XLi,peshawar,2100000.0,2006,100000,petrol,1300,manual,toyota
Toyota Corolla 8th (E110) Generation XE,peshawar,1450000.0,2001,150000,petrol,1300,manual,toyota
Toyota Aqua S,swabi,3979999.9999999995,2014,220000,hybrid,1500,automatic,toyota
Suzuki Bolan Cargo Van Euro ll,swat,2200000.0,2024,14232,petrol,800,manual,suzuki
Toyota Corolla GLi 1.3 VVTi,swabi,2500000.0,2009,300000,petrol,1300,manual,toyota
Toyota Corolla Axio Hybrid 1.5,mansehra,4400000.0,2014,140000,hybrid,1500,automatic,toyota
Honda Accord EX,abbottabad,1195000.0,1993,200000,petrol,1800,manual,honda
Toyota Corolla GLi Automatic 1.3 VVTi,peshawar,3900000.0,2015,173902,petrol,1300,automatic,toyota
Toyota Prius S LED Edition 1.8,peshawar,4500000.0,2012,200,hybrid,1800,automatic,toyota
Toyota Prius,peshawar,4500000.0,2012,200,hybrid,1800,automatic,toyota
Toyota Raize XS,peshawar,5100000.0,2021,125000,petrol,1000,automatic,toyota
Toyota Aqua G,peshawar,3600000.0,2013,200000,hybrid,1500,automatic,toyota
Suzuki Hustler,peshawar,3800000.0,2023,33000,hybrid,660,automatic,suzuki
Suzuki Mehran VX,mansehra,875000.0,2011,88000,petrol,800,manual,suzuki
Daihatsu Cuore CL Eco,mardan,1250000.0,2008,45687,petrol,800,manual,daihatsu
Suzuki Margalla GLX,mardan,869999.9999999999,1997,100000,petrol,1300,manual,suzuki
Toyota Corolla DX,abbottabad,1300000.0,1991,322000,petrol,1300,manual,toyota
Suzuki Mehran VX,mansehra,1140000.0,2011,70000,petrol,800,manual,suzuki
Honda Civic EXi,mardan,1920000.0,1999,123000,petrol,1500,manual,honda
Toyota Corolla Altis SR Cruisetronic 1.6,abbottabad,3700000.0,2013,180000,petrol,1600,automatic,toyota
Toyota Corolla XLi VVTi,peshawar,2750000.0,2011,100000,petrol,1300,manual,toyota
Toyota Corolla 9th (E120) Generation XLi,swabi,1950000.0,2007,58000,petrol,1300,manual,toyota
Suzuki Mehran VX (CNG),nowshera,520000.0,2005,800000,petrol,800,manual,suzuki
Toyota Mark II Grande 2.0,mardan,2690000.0,2002,185000,petrol,2000,automatic,toyota
Honda Civic 1.8 i-VTEC CVT,peshawar,6050000.0,2019,88000,petrol,1800,automatic,honda
Toyota Corolla,peshawar,4450000.0,2013,114000,hybrid,1500,automatic,toyota
Suzuki Mehran VXR Euro II,mansehra,1650000.0,2019,45000,petrol,796,manual,suzuki
Suzuki Khyber GA,mardan,699000.0,1993,50000,petrol,1000,manual,suzuki
Nissan Sunny,haripur,600000.0,1990,150000,cng,1000,manual,nissan
Toyota Corolla Axio X Special Edition 1.5,peshawar,2885000.0,2007,95000,petrol,1500,automatic,toyota
Toyota Corolla 9th (E120) Generation XLi,peshawar,2200000.0,2005,215000,petrol,1300,manual,toyota
Suzuki Khyber GA,mardan,700000.0,1993,50000,petrol,1000,manual,suzuki
Suzuki Mehran VX,bannu,525000.0,2004,100000,petrol,800,manual,suzuki
Honda Civic Rebirth VTi Oriel 1.8 i-VTEC,abbottabad,3390000.0,2014,151000,petrol,1800,manual,honda
Daihatsu Cuore CX Eco,peshawar,1550000.0,2011,67000,petrol,800,manual,daihatsu
Toyota Premio F 1.5,nowshera cantt,3100000.0,2003,205000,petrol,1500,automatic,toyota
Suzuki Alto VXL AGS,haripur,2930000.0,2023,33000,petrol,660,automatic,suzuki
Daihatsu Cuore CX,swabi,850000.0,2000,150000,petrol,800,manual,daihatsu
Toyota Corolla GLi 1.3 VVTi,mansehra,3600000.0,2012,92000,petrol,1300,manual,toyota
Toyota Corolla Axio Hybrid 1.5,mardan,5650000.0,2016,81000,hybrid,1500,automatic,toyota
Mitsubishi Lancer,dera ismail khan,700000.0,1988,92036,petrol,1300,manual,mitsubishi
Suzuki Mehran VX (CNG),haripur,495000.0,1996,150000,cng,800,manual,suzuki
Toyota Raize Z,peshawar,6225000.0,2021,47000,petrol,1000,automatic,toyota
Honda City 6th Generation 1.5L ASPIRE CVT,kohat,6250000.0,2025,16000,petrol,1500,automatic,honda
Honda N Box Custom,mardan,2930000.0,2016,189500,petrol,660,automatic,honda
Honda N One G,peshawar,3180000.0,2019,100000,petrol,660,automatic,honda
Daihatsu Rocky G,peshawar,5500000.0,2020,48000,petrol,1000,automatic,daihatsu
Toyota Raize Z,peshawar,6400000.0,2020,37000,petrol,1000,automatic,toyota
Toyota Raize Z,peshawar,6550000.0,2021,17000,petrol,1000,automatic,toyota
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,peshawar,6250000.0,2021,78000,petrol,1800,automatic,toyota
Honda Civic 1.5 RS Turbo,peshawar,6500000.0,2019,110000,petrol,1500,automatic,honda
Toyota Corolla XLi VVTi,peshawar,2375000.0,2009,387000,petrol,1300,manual,toyota
Toyota Yaris Hatchback X,peshawar,4700000.0,2025,77000,petrol,1000,automatic,toyota
Toyota Corolla XLi VVTi,peshawar,3000000.0,2015,246737,petrol,1300,manual,toyota
Suzuki Bolan VX (CNG),peshawar,1050000.0,2011,75000,cng,800,manual,suzuki
Toyota Aqua,peshawar,3450000.0,2013,1999,hybrid,1500,automatic,toyota
Honda Civic RS,peshawar,9500000.0,2023,4300,petrol,1500,automatic,honda
Daihatsu Taft G Turbo,peshawar,4250000.0,2022,25000,petrol,660,automatic,daihatsu
Toyota Corolla XLi VVTi,lower dir,2850000.0,2013,165000,petrol,1300,manual,toyota
Toyota Corolla GLi Automatic 1.3 VVTi,abbottabad,4100000.0,2015,97000,petrol,1300,automatic,toyota
Toyota Land Cruiser AX,peshawar,254999.99999999997,2013,78000,petrol,4600,automatic,toyota
Toyota Raize Z,peshawar,6150000.0,2020,39000,petrol,1000,automatic,toyota
Toyota Vitz F 1.0,mansehra,1520000.0,1999,18,petrol,1000,automatic,toyota
Toyota Corolla 9th (E120) Generation GLi 1.3,peshawar,1830000.0,2006,240000,petrol,1300,manual,toyota
Honda Vezel Hybrid Z,haripur,3800000.0,2014,55650,hybrid,1500,automatic,honda
Honda N One G L Package,peshawar,2390000.0,2015,120000,petrol,660,automatic,honda
Toyota Corolla,abbottabad,2600000.0,1999,100000,petrol,2000,manual,toyota
Toyota Corolla GLi Automatic 1.6 VVTi,peshawar,3720000.0000000005,2013,158963,petrol,1600,automatic,toyota
Suzuki Swift DLX 1.3 Navigation,peshawar,2850000.0,2020,105000,petrol,1300,manual,suzuki
Suzuki Liana RXi,peshawar,1250000.0,2006,221000,petrol,1300,manual,suzuki
Suzuki Alto Lapin G,swabi,3350000.0,2023,33000,petrol,660,automatic,suzuki
Suzuki Cultus EURO II,abbottabad,1670000.0,2012,80000,petrol,1000,manual,suzuki
Suzuki Bolan VX Euro II,peshawar,1320000.0,2017,10000,petrol,800,manual,suzuki
Honda Vezel Hybrid Z Honda Sensing,peshawar,7000000.0,2018,240000,hybrid,1500,automatic,honda
Toyota Corolla Axio X Special Edition 1.5,charsadda,3650000.0,2006,148000,petrol,1500,automatic,toyota
Honda Civic VTi Oriel 1.6,mansehra,1750000.0,2002,205000,petrol,1600,manual,honda
Suzuki Wagon R,peshawar,3800000.0,2021,134,hybrid,660,automatic,suzuki
Toyota Land Cruiser,peshawar,4500000.0,1992,185000,diesel,4200,manual,toyota
Suzuki Cultus VX (CNG),swabi,1019999.9999999999,2000,72000,petrol,1000,automatic,suzuki
Nissan Sunny,peshawar,1341000.0,1997,278000,petrol,1500,manual,nissan
Toyota Corolla 2.0D Special Edition,peshawar,965000.0,2000,123690,diesel,2000,manual,toyota
Toyota Aqua S,peshawar,3900000.0,2014,150000,hybrid,1500,automatic,toyota
Suzuki Mehran VX (CNG),mardan,700000.0,2007,75425,cng,800,manual,suzuki
Suzuki Bolan VX (CNG),kohat,550000.0,1990,14,petrol,800,manual,suzuki
Toyota Corolla GLi 1.3 VVTi,peshawar,3100000.0,2013,136,petrol,1300,manual,toyota
Toyota Corolla XLi VVTi Limited Edition,peshawar,3200000.0,2014,171000,petrol,1300,manual,toyota
Toyota Corolla GLi Automatic 1.3 VVTi,peshawar,3650000.0,2015,324000,petrol,1300,automatic,toyota
Honda Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,peshawar,3150000.0,2011,120000,petrol,1800,automatic,honda
Toyota Corolla GLi 1.3 VVTi,mansehra,2600000.0,2013,136000,petrol,1300,manual,toyota
Honda N One Premium Tourer,peshawar,3575000.0,2023,10000,petrol,660,automatic,honda
Toyota Vitz F 1.0,mardan,2400000.0,2005,204000,petrol,1000,automatic,toyota
Suzuki Wagon R,peshawar,3700000.0,2018,74000,hybrid,660,automatic,suzuki
Toyota Vitz F 1.3,mardan,2750000.0,2006,170000,petrol,1300,automatic,toyota
Suzuki Cultus VXR,charsadda,840000.0,2000,555555,petrol,1000,manual,suzuki
Toyota Hiace,nowshera,1400000.0,1973,100000,diesel,2400,manual,toyota
Suzuki Mehran VXR,mansehra,750000.0,2006,10000,petrol,800,manual,suzuki
Toyota Vitz FL 1.0,peshawar,1650000.0,1999,1,petrol,1000,automatic,toyota
Toyota Corolla GLi 1.3 VVTi,mansehra,3820000.0000000005,2017,110000,petrol,1300,manual,toyota
Suzuki Mehran VX,peshawar,1200000.0,2009,95000,petrol,800,manual,suzuki
Suzuki Alto VXR (CNG),peshawar,1330000.0,2012,180000,cng,1000,manual,suzuki
Suzuki Alto VXR,swabi,2650000.0,2022,56000,petrol,660,manual,suzuki
Honda Civic 7th Generation (Facelift) VTi Oriel 1.6,peshawar,2300000.0,2005,200000,petrol,1600,manual,honda
Suzuki Baleno GXi,nowshera,1080000.0,1999,123456,petrol,1300,manual,suzuki
Suzuki Ravi Euro II,haripur,900000.0,2010,68422,petrol,800,manual,suzuki
Toyota Corolla GLi 1.3 VVTi,mardan,2990000.0,2009,138000,petrol,1300,manual,toyota
Suzuki Alto L,mansehra,3679999.9999999995,2021,29000,petrol,660,automatic,suzuki
Toyota Corolla,swabi,550000.0,1986,397087,cng,1300,manual,toyota
KIA Sportage AWD,peshawar,6500000.0,2020,75000,petrol,2000,automatic,kia
Honda Civic 7th Generation (Facelift) VTi Oriel UG 1.6,peshawar,1850000.0,2005,2,cng,1600,manual,honda
Toyota Corolla GLi 1.3,dera ismail khan,2089999.9999999998,2008,300000,petrol,1300,manual,toyota
Toyota Corolla XE Limited,karak,1230000.0,1998,25000,petrol,1300,manual,toyota
Toyota Corolla Altis Automatic 1.6,abbottabad,4500000.0,2018,67000,petrol,1600,automatic,toyota
Suzuki Mehran VX,swabi,720000.0,2006,265000,petrol,800,manual,suzuki
